PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
49553,"Drs Rennie, Gallacher, Steel & Lange",5824,"Drs Rennie, Gallacher, Steel & Lange",Grantley Medical Practice,1 Grantley Street,Glasgow,G41 3PT,0141 632  4698,17J, ,S08000031,S37000034,S01009922,S - Grey
49568,Greenlaw Medical Practice,4925,Greenlaw Medical Practice,"Unit 3, 3 Greenlaw Place",,Newton Mearns,G77 6GR,0141 639  8833,17J, ,S08000031,S37000011,S01008331,Eastwood 2
49604,The Gordon Practice,6073,The Gordon Practice,New Gorbals Health & Care Centre,2 Sandiefield Road,Glasgow,G5 9AB,0141 201  5100,17J, ,S08000031,S37000034,S01010034,S - Green
49619,Elmwood Medical Practice,2825,Elmwood Medical Practice,Eastwood Health & Care Centre,Drumby Crescent,Clarkston,G76 7HN,0141 732  9553,17J, ,S08000031,S37000011,S01008383,Eastwood 1
49623,Carolside Medical Centre,8122,Carolside Medical Centre,1/2 Carolside Gardens,Clarkston,Glasgow,G76 7BX,0141 644  3511,17J, ,S08000031,S37000011,S01008377,Eastwood 2
49638,The Maclean Medical Practice,9110,The Maclean Medical Practice,Eastwood Health & Care Centre,Drumby Crescent,Clarkston,G76 7HN,0141 473  0000,17J, ,S08000031,S37000011,S01008383,Eastwood 1
49676,Regency Medical Practice,3118,Regency Medical Practice,80 McCulloch Street,Pollokshields,Glasgow,G41 1NX,0141 800  7310,17J, ,S08000031,S37000034,S01009875,S - Lilac
49681,Mount Florida Medical Centre,9123,Mount Florida Medical Centre,183 Prospecthill Road,,Glasgow,G42 9LQ,0141 632  4004,17J, ,S08000031,S37000034,S01009904,S - Blue
49712,Dr M. M. Sharif & Dr M. T. Saleem,1905,Dr M. M. Sharif & Dr M. T. Saleem,The Park Surgery,7 Baker Street,Glasgow,G41 3YA,0141 632  0203,17C, ,S08000031,S37000034,S01009924,S - Grey
49751,Castlemilk Group Practice,10651,Castlemilk Group Practice,Castlemilk Health Centre,71 Dougrie Drive,Glasgow,G45 9AW,0141 531  8585,17J, ,S08000031,S37000034,S01009980,S - Green
49765,The Ker Practice,10039,The Ker Practice,30 Croftfoot Road,Glasgow,,G44 5JT,0141 471  5050,17J, ,S08000031,S37000034,S01009989,S - Green
49770,Kingspark Surgery,5167,Kingspark Surgery,274 Kings Park Avenue,Glasgow,,G44 4JE,0141 632  1824,17J, ,S08000031,S37000034,S01010001,S - Blue
49784,Williamwood Medical Practice,8987,Williamwood Medical Practice,85 Seres Road,Clarkston,Glasgow,G76 7NW,0141 620  0333,17J, ,S08000031,S37000011,S01008383,Eastwood 1
49801,Shields Medical Practice,4016,Shields Medical Practice,80 McCulloch Street,Glasgow,,G41 1NX,0141 800 -7320,17J, ,S08000031,S37000034,S01009875,S - Lilac
52005,Midlock Medical Centre,9097,Midlock Medical Centre,7 Midlock Street,Glasgow,,G51 1SL,0141 427  4271,17J, ,S08000031,S37000034,S01009863,S - Red
52024,Thurston Road Medical Practice,4265,Thurston Road Medical Practice,140 Thurston Road,Glasgow,,G52 2AZ,0141 883  8838,17J, ,S08000031,S37000034,S01009832,S - Yellow
52039,Dr C P Fraser & Partners,6071,Dr C P Fraser & Partners,Govanhill Health Centre,233 Calder Street,Glasgow,G42 7DR,0141 531  8350,17C, ,S08000031,S37000034,S01009890,S - Lilac
52043,Braidcraft Medical Centre,6041,Braidcraft Medical Centre,200 Braidcraft Road,Glasgow,,G53 5QD,0141 882  3396,17J, ,S08000031,S37000034,S01009799,S  - Pink
52058,The Crescent Medical Practice,6253,The Crescent Medical Practice,12 Walmer Crescent,Glasgow,,G51 1AT,0141 427  0191,17C, ,S08000031,S37000034,S01009870,S - Red
52062,The David Elder Medical Practice,5326,The David Elder Medical Practice,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8470,17J, ,S08000031,S37000034,S01009840,S - Yellow
52096,The Green Practice Govan,4871,The Green Practice Govan,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8460,17J, ,S08000031,S37000034,S01009840,S - Yellow
52109,Drs Chita & Hayes,2802,Drs Chita & Hayes,Ibroxholm Medical Centre,532 Paisley Road West,Glasgow,G51 1RN,0141 427  2504,17J, ,S08000031,S37000034,S01009873,S - Red
52128,Dr Ferguson & Partners,10700,Dr Ferguson & Partners,Arran GP Surgery,40 Admiral Street,Glasgow,G41 1HU,0141 429  2626,17J, ,S08000031,S37000034,S01009867,S  - Pink
52147,Sycamore Medical Practice,1846,Sycamore Medical Practice,"500 Corselet Road,",,Glasgow,G53 7RN,0141 638  1464,17J, ,S08000031,S37000034,S01009766,S  - Pink
52151,Waverley Park Medical Practice,4393,Waverley Park Medical Practice,19 Dinmont Road,Glasgow,,G41 3UJ,0141 632  8883,17C, ,S08000031,S37000034,S01009917,S - Grey
52185,Drs Mcnaughtan & O'Neill,3566,Drs Hilary Mcnaughtan & Patrick J O'Neill,Cardonald Medical Centre,1831 Paisley Road West,Glasgow,G52 3SS,0141 211  6660,17J, ,S08000031,S37000034,S01009806,S - Yellow
52202,Drs Dale & Chambers,3778,Drs Dale & Chambers,Rutland Surgery,24 Govan Road,Glasgow,G51 1HS,0141 418  1080,17J, ,S08000031,S37000034,S01009867,S - Red
52217,Dr Mckeeve,1932,Dr Mckeeve,Kinning Park Medical Centre(Ailsa),42 Admiral Street,Glasgow,G41 1HU,0141 429  0913,17J, ,S08000031,S37000034,S01009867,S - Red
52221,Thorntree Practice,6264,Thorntree Practice,Thornliebank Health Centre,20 Kennishead Road,Glasgow,G46 8NY,0141 531  6999,17J, ,S08000031,S37000034,S01008409,S  - Pink
52241,Dr Mair & Partners,7410,Dr Mair & Partners,1600-1604 Paisley Road West,Ibrox,Glasgow,G52 3QN,0141 882  4567,17J, ,S08000031,S37000034,S01009851,S - Yellow
52255,The Village Practice - Thornliebank,8557,The Village Practice - Thornliebank,Thornliebank Health Centre,20 Kennishead Road,Glasgow,G46 8NY,0141 531  6901,17J, ,S08000031,S37000034,S01008409,S  - Pink
52260,Dr Alam's Surgery,1603,Dr Alam's Surgery,"""Mull"", Kinning Park Medical Centre",36 Admiral Street,Glasgow,G41 1HU,0141 429  0943,17J, ,S08000031,S37000034,S01009867,S - Red
52293,The Peat Road Medical Practice,5147,The Peat Road Medical Practice,Pollok Health Centre,21 Cowglen Road,Glasgow,G53 6EQ,0141 531  6860,17J, ,S08000031,S37000034,S01009775,S  - Pink
52330,Yellow Practice,4141,Yellow Practice,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8490,17J, ,S08000031,S37000034,S01009840,S - Yellow
52344,Crookston Medical Practice,6694,Crookston Medical Practice,230 Dalmellington Road,Crookston,Glasgow,G53 7FY,0141 883  8887,17J, ,S08000031,S37000034,S01009794,S  - Pink
52359,Craigton Medical Practice,8744,Craigton Medical Practice,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 882  2222,17J, ,S08000031,S37000034,S01009840,S - Yellow
52400,The Silver Burn Medical Practice,5777,The Silver Burn Medical Practice,Pollok Health Centre,21 Cowglen Road,Glasgow,G53 6EQ,0141 531  6870,17J, ,S08000031,S37000034,S01009775,S  - Pink
52414,Drs Datta & Partners,4887,Drs Datta & Partners,Cardonald Medical Centre,1831 Paisley Road West,Glasgow,G52 3SS,0141 892  2548,17J, ,S08000031,S37000034,S01009806,S - Yellow
52429,Pollokshaws Medical Centre,9564,Pollokshaws Medical Centre,26 Wellgreen,Glasgow,,G43 1RR,0141 620 4300,17J, ,S08000031,S37000034,S01009935,S - Grey
52433,The Khan Medical Surgery,3427,The Khan Medical Surgery,274 Kingspark Avenue,Glasgow,,G44 4JE,0141 414  6900,17J, ,S08000031,S37000034,S01010001,S - Blue
55003,Thurso & Halkirk Medical Practice,6101,Thurso & Halkirk Medical Practice,69 Princes Street,Thurso,Caithness,KW14 7DH,01847   895   986,17J, ,S08000022,S37000016,S01010805,NHSH (North) Caithness
55041,Nairn Healthcare Group,15750,Nairn Healthcare Group,Nairn Town and County Hospital,Cawdor Road,Nairn,IV12 5EE,,17J, ,S08000022,S37000016,S01010556,NHSH (North) Badenoch & Nairn
55075,Dunbeath Surgery,677,Dunbeath Surgery,Achorn Road,Dunbeath,Caithness,KW6 6EZ,01593   731   205,17J, ,S08000022,S37000016,S01010772,NHSH (North) West Sutherland
55080,Canisbay & Castletown Joint Medical Practice,2801,Canisbay & Castletown Joint Medical Practice,Murrayfield,Castletown,,KW14 8TY,01847   821   205,17J, ,S08000022,S37000016,S01010792,NHSH (North) Caithness
55145,The Pearson Practice,2555,The Pearson Practice,Wick Medical Centre,Martha Terrace,Wick,KW1 5EL,01955   605   885,17J, ,S08000022,S37000016,S01010781,NHSH (North) Caithness
55183,Armadale Medical Practice,919,Armadale Medical Practice,Armadale,Thurso,Caithness,KW14 7SA,01641   541   212,2C, ,S08000022,S37000016,S01010811,NHSH (North) West Sutherland
55201,Dornoch Medical Practice,2769,Dornoch Medical Practice,Shore Road,Dornoch,Sutherland,IV25 3LS,01862   810   213,17J, ,S08000022,S37000016,S01010760,NHSH (North) East Sutherland
55220,Golspie Medical Practice,1995,Golspie Medical Practice,Golspie Health Centre,Fountain Road,Golspie,KW10 6TH,01408   633   221,17J, ,S08000022,S37000016,S01010770,NHSH (North) East Sutherland
55249,Lairg Health Centre,1216,Lairg Health Centre,Main Street,Lairg,,IV27 4DD,01549   402   007,17J, ,S08000022,S37000016,S01010765,NHSH (North) West Sutherland
55253,Assynt Medical Practice,944,Assynt Medical Practice,6 Main Street,Lochinver,Sutherland,IV27 4JZ,01571   844   226,17J, ,S08000022,S37000016,S01010813,NHSH (North) West Sutherland
55272,Tongue Medical Practice,521,Tongue Medical Practice,Tongue Health Centre,St Andrews Glebe,Tongue,IV27 4XB,01847   611   213,2C, ,S08000022,S37000016,S01010811,NHSH (North) West Sutherland
55287,Helmsdale/Brora Med Practice,2550,Helmsdale/Brora Med Practice,Brora Health Centre,Station Square,Brora,KW9 6QJ,01431   821   225,17J, ,S08000022,S37000016,S01010767,NHSH (North) East Sutherland
55291,Creich Surgery,1632,Creich Surgery,Cherry Grove,Bonar Bridge,,IV24 3EP,01863   766   379,17J, ,S08000022,S37000016,S01010763,NHSH (North) East Sutherland
55304,"Scourie, Kinlochbervie and Durness Medical Practice",867,"Scourie, Kinlochbervie and Durness Medical Practice",Health Centre,Kinlochbervie,Sutherland,IV27 4RP,01971   521   260,2C, ,S08000022,S37000016,S01010815,NHSH (North) West Sutherland
55323,Three Harbours Medical Group,13568,Three Harbours Medical Group,Janet Street,Thurso,,KW14 7AR,01847   892   027,2C, ,S08000022,S37000016,S01010799,NHSH (North) Caithness
55338,Alness/Invergordon Med Prcte,12968,Alness/Invergordon Med Prcte,Robertson Health Centre,Dalmore Road,Alness,IV17 0UN,01349   882   229,2C, ,S08000022,S37000016,S01010737,NHSH (North) Ross
55342,Applecross Surgery,250,Applecross Surgery,Applecross,By Strathcarron,Ross And Cromarty,IV54 8LS,01520   744   252,2C, ,S08000022,S37000016,S01010688,NHSH (North) Wester Ross
55357,Aultbea & Gairloch Medical Practice,2338,Aultbea & Gairloch Medical Practice,The Surgery,Birchburn,Aultbea,IV22 2HU,01445   731   221,17J, ,S08000022,S37000016,S01010694,NHSH (North) Wester Ross
55376,Dingwall Medical Group,11614,Dingwall Medical Group,Dingwall Health Centre,Ferry Road,Dingwall,IV15 9QS,01349   863   034,17J, ,S08000022,S37000016,S01010716,NHSH (North) Ross
55381,Fortrose Medical Practice,5094,Fortrose Medical Practice,Station Road,Fortrose,Ross & Cromarty,IV10 8SY,01381   622   000,17J, ,S08000022,S37000016,S01010721,NHSH (North) Black Isle Corridor
55395,Lochcarron Medical Partnership,969,Lochcarron Medical Partnership,The Ferguson Medical Centre,Lochcarron,Rosshire,IV54 8YD,01520   722   215,17J, ,S08000022,S37000016,S01010689,NHSH (North) Wester Ross
55408,Munlochy Surgery,3438,Munlochy Surgery,Brae Terrace,Brae Terrace,Munlochy,IV8 8NG,01463   811   200,17J, ,S08000022,S37000016,S01010724,NHSH (North) Black Isle Corridor
55412,Strathpeffer Medical Practice,3882,Strathpeffer Medical Practice,School Road,Strathpeffer,Ross & Cromarty,IV14 9AG,01997   421   455,17J, ,S08000022,S37000016,S01010696,NHSH (North) Black Isle Corridor
55427,Tain & District Med Group,3153,Tain & District Med Group,The Health Centre,Craighill Terrace,Tain,IV19 1EU,01862   892   203,17J, ,S08000022,S37000016,S01010753,NHSH (North) Ross
55431,Tain & Fearn Area Med Practice,5876,Tain & Fearn Area Med Practice,The Health Centre,Craighill Terrace,Tain,IV19 1EU,01862   892   759,17J, ,S08000022,S37000016,S01010753,NHSH (North) Ross
55446,Torridon Medical Practice,448,Torridon Medical Practice,Fassaig,Torridon,Rossshire,IV22 2EZ,01445   791   223,2C, ,S08000022,S37000016,S01010688,NHSH (North) Wester Ross
55451,Ullapool Health Centre,2515,Ullapool Health Centre,North Road,Ullapool,,IV26 2XL,01854   612   015,17J, ,S08000022,S37000016,S01010692,NHSH (North) Wester Ross
55521,Carbost Medical Practice,638,Carbost Medical Practice,The Surgery,Carbost,Skye And Lochalsh,IV47 8ST,01478   640   202,2C, ,S08000022,S37000016,S01010675,NHSH (North) Skye & Lochalsh
55535,Dunvegan Medical Practice,1816,Dunvegan Medical Practice,Dunvegan Health Centre,Dunvegan,Isle Of Skye,IV55 8GU,01470   521   203,17J, ,S08000022,S37000016,S01010685,NHSH (North) Skye & Lochalsh
55554,Glenelg Health Centre,245,Glenelg Health Centre,Allt Ruadh,Glenelg,,IV40 8JD,01599   522   272,2C, ,S08000022,S37000016,S01010669,NHSH (North) Skye & Lochalsh
55569,Kyle Medical Practice,2724,Kyle Medical Practice,Lochalsh Healthcare Centre,Station Road,Kyle Of Lochalsh,IV40 8AE,01599   534   257,17J, ,S08000022,S37000016,S01010672,NHSH (North) Skye & Lochalsh
55573,Portree Medical Centre,5457,Portree Medical Centre,Fancy Hill,Portree,Isle Of Skye,IV51 9BZ,01478   612   013,17J, ,S08000022,S37000016,S01010679,NHSH (North) Skye & Lochalsh
55605,Craig Nevis Surgery,3801,Craig Nevis Surgery,Fort William Health Centre,Camaghael,Fort William,PH33 7AQ,01397   702   947,17J, ,S08000022,S37000016,S01010510,NHSH (North) Lochaber
55610,Glen Mor Medical Practice,5638,Glen Mor Medical Practice,Fort William Health Centre,Camaghael,Fort William,PH33 7AQ,01397   703   773,17J, ,S08000022,S37000016,S01010510,NHSH (North) Lochaber
55624,Tweeddale Medical Practice,5105,Tweeddale Medical Practice,Fort William Health Centre,Camaghael,Fort William,PH33 7AQ,01397   703   136,17J, ,S08000022,S37000016,S01010510,NHSH (North) Lochaber
55639,Kinlochleven Medical Practice,915,Kinlochleven Medical Practice,Kearan Road,Kinlochleven,,PH50 4QU,01855   831   225,17C, ,S08000022,S37000016,S01010527,NHSH (North) Lochaber
55677,Small Isles Medical Practice - Isle of Eigg,189,Small Isles Medical Practice - Isle of Eigg,Grianan,,Isle Of Eigg,PH42 4RL,01687   482   427,2C, ,S08000022,S37000016,S01010504,NHSH (North) Skye & Lochalsh
55696,Aird Medical Practice,3398,Aird Medical Practice,Ferry Road,Beauly,,IV4 7EA,01463   782   214,17J, ,S08000022,S37000016,S01010661,NHSH (North) Black Isle Corridor
55709,Croyard Road Surgery,6255,Croyard Road Surgery,1 Croyard Road,Beauly,,IV4 7DJ,01463   782   794,17J, ,S08000022,S37000016,S01010661,NHSH (North) Black Isle Corridor
55728,Drumnadrochit Medical Practice,2488,Drumnadrochit Health Centre,Lewiston,Drumnadrochit,Inverness,IV63 6UL,01456   450   577,2C, ,S08000022,S37000016,S01010666,NHSH (North) Black Isle Corridor
55732,Cill Chuimein Medical Centre,1618,Cill Chuimein Medical Centre,,Fort Augustus,Inverness-shire,PH32 4BH,01320   366   216,17J, ,S08000022,S37000016,S01010668,NHSH (North) Lochaber
55747,Loch Ness East And Strathnairn,1005,Loch Ness East And Strathnairn,The Medical Centre,Foyers,,IV2 6YB,01456   486   224,17J, ,S08000022,S37000016,S01010665,NHSH (North) Inverness C
55751,Culloden Surgery,6109,Culloden Surgery,Keppoch Road,Culloden,Inverness,IV2 7LL,01463   793   400,17J, ,S08000022,S37000016,S01010572,NHSH (North) Inverness A
55766,Culloden Medical Practice,6941,Culloden Medical Practice,Keppoch Road,Culloden,Inverness,IV2 7LL,01463   793   777,17J, ,S08000022,S37000016,S01010572,NHSH (North) Inverness C
55817,Kingsmills Medical Practice,9693,Kingsmills Medical Practice,18 Southside Road,Inverness,,IV2 3BG,01463   235   245,17J, ,S08000022,S37000016,S01010628,NHSH (North) Inverness B
55836,Fairfield Medical Practice,6787,Fairfield Medical Practice,22a Abban Street,Inverness,,IV3 8HH,01463   713   939,17J, ,S08000022,S37000016,S01010639,NHSH (North) Inverness C
55841,Riverside Medical Practice,10124,Riverside Medical Practice,Riverside Medical Centre,"Ballifeary Lane, Ness Walk",Inverness,IV3 5PW,01463   715   999,17J, ,S08000022,S37000016,S01010631,NHSH (North) Inverness B
55860,Kinmylies Medical Practice,3598,Kinmylies Medical Practice,Assynt Road,Inverness,,IV3 8PB,01463   239   865,17J, ,S08000022,S37000016,S01010654,NHSH (North) Inverness A
55874,Southside Road Surgery,4943,Southside Road Surgery,43 Southside Road,,Inverness,IV2 4XA,01463   710   222,17J, ,S08000022,S37000016,S01010626,NHSH (North) Inverness B
55889,Burnfield Medical Practice,7603,Burnfield Medical Practice,Harris Road,Inverness,,IV2 3PF,01463   220   077,17J, ,S08000022,S37000016,S01010613,NHSH (North) Inverness A
55893,Crown Medical Practice,6265,Crown Medical Practice,12 Crown Avenue,Inverness,,IV2 3NF,01463   214   450,17J, ,S08000022,S37000016,S01010629,NHSH (North) Inverness A
55911,Aviemore Medical Practice,5569,Aviemore Medical Practice,Badenoch & Strathspey Community Hospital,Cairnview Road,Aviemore,PH22 1AJ,01479   810   258,17J, ,S08000022,S37000016,S01010539,NHSH (North) Badenoch & Nairn
55925,Grantown-On-Spey Medical Practice,5504,The Health Centre,Castle Road East,Grantown-On-Spey,,PH26 3HR,01479   872   484,17J, ,S08000022,S37000016,S01010546,NHSH (North) Badenoch & Nairn
55930,Kingussie Medical Practice,3084,Kingussie Medical Practice,Old Distillery Surgery,Ardvonie Park,Kingussie,PH21 1ET,01540   661    233,17J, ,S08000022,S37000016,S01010533,NHSH (North) Badenoch & Nairn
55944,Gergask Surgery,459,Gergask Surgery,Laggan,By Newtonmore,,PH20 1AH,01528   544   225,17J, ,S08000022,S37000016,S01010532,NHSH (North) Badenoch & Nairn
56006,Cairn Medical Practice,9904,Cairn Medical Practice,15 Culduthel Road,Inverness,,IV2 4AG,01463   712   233,17J, ,S08000022,S37000016,S01010626,NHSH (North) Inverness C
56011,Dunedin Medical Practice,2508,Dunedin Medical Practice,Temple Crescent,Inverness,,IV2 4TP,01463   712   157,17J, ,S08000022,S37000016,S01010613,NHSH (North) Inverness A
56025,Ballachulish Medical Practice,1565,Ballachulish Medical Practice,East Laroch,Ballachulish,Argyll,PH49 4JB,01855   811   226,2C, ,S08000022,S37000016,S01010526,NHSH (North) Lochaber
56030,Mallaig And Arisaig Medical Practice,1824,Mallaig And Arisaig Medical Practice,Mallaig Health Centre,Victoria Road,Mallaig,PH41 4RN,01687   462   202,2C, ,S08000022,S37000016,S01010507,NHSH (North) Lochaber
56523,SOUTH SKYE MEDICAL PRACTICES,2876,SOUTH SKYE MEDICAL PRACTICES,BROADFORD HEALTH CENTRE,"HIGH ROAD, BROADFORD",ISLE OF SKYE,IV49 9AA,01471   822   460,2C, ,S08000022,S37000016,S01010673,NHSH (North) Skye & Lochalsh
56538,Cromarty Medical Practice,1103,Cromarty Medical Practice,Allan Square,Cromarty,Ross-shire,IV11 8YF,01381   600   224,17J, ,S08000022,S37000016,S01010731,NHSH (North) Black Isle Corridor
56576,West Highland Medical Group,1783,West Highland Medical Group,The Pines,Acharacle,Argyll,PH36 4JU,01967   431   231,2C, ,S08000022,S37000016,S01010505,NHSH (North) Lochaber
60054,Jamieson Medical Practice,14624,Jamieson Medical Practice,2 Cliffvale Road,CHRYSTON,,G69 9DW,0141 779  2228,17J, ,S08000032,S37000035,S01011706,Cumbernauld North & Kilsyth
60073,Nalagatla Medical Practice,4141,Nalagatla Medical Practice,146 Cumbernauld Road,STEPPS,,G33 6HA,,17J, ,S08000032,S37000035,S01011701,Cumbernauld North & Kilsyth
60088,Stepps Surgery,3787,Stepps Surgery,131 Cumbernauld Road,STEPPS,,G33 6EY,0141 779  4445,17J, ,S08000032,S37000035,S01011703,Cumbernauld North & Kilsyth
60092,The Stonelaw Practice,13495,The Stonelaw Practice,Rutherglen Health Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  6030,17J, ,S08000032,S37000028,S01012860,Rutherglen
60105,Skye Glen Medical Practice,4726,Skye Glen Medical Practice,Rutherglen Primary Care Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  6020,17J, ,S08000032,S37000028,S01012860,Rutherglen
60110,Drs Jordan & Canning,4776,Drs Jordan & Canning,Rutherglen Primary Care Centre,"130 Stonelaw Road, Rutherglen",Glasgow,G73 2PQ,0141 613  4757,17J, ,S08000032,S37000028,S01012860,Rutherglen
60124,Silverbank Surgery,5437,Silverbank Surgery,Ardoch Medical Centre,6 Ardoch Grove,CAMBUSLANG,G72 8HA,0141 641  3827,17J, ,S08000032,S37000028,S01012845,Cambuslang
60139,Overtoun Medical Practice,4518,Overtoun Medical Practice,Rutherglen Health Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  6010,17J, ,S08000032,S37000028,S01012860,Rutherglen
60143,North Avenue Surgery,11411,North Avenue Surgery,18 North Avenue,CAMBUSLANG,,G72 8AT,0141 641  3037,17J, ,S08000032,S37000028,S01012845,Cambuslang
60158,Drs Mahmood and Raja Practice,1590,Drs Mahmood and Raja Practice,81 Mill Street,RUTHERGLEN,,G73 2LD,0141 647  6294,17J, ,S08000032,S37000028,S01012862,Rutherglen
60177,The Craigallian Avenue Practice,9144,The Craigallian Avenue Practice,11 Craigallian Avenue,CAMBUSLANG,,G72 8RW,0141 641  3129,17J, ,S08000032,S37000028,S01012831,Cambuslang
60181,Dr Friel & Dr Bagnall,3755,Dr Friel & Dr Bagnall,Rutherglen Health Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  6060,17J, ,S08000032,S37000028,S01012860,Rutherglen
60196,Parkview Practice,2387,Parkview Practice,Rutherglen Health Centre,"130 Stonelaw Road, Rutherglen",GLASGOW,G73 2PQ,0141 473  1080,17J, ,S08000032,S37000028,S01012860,Rutherglen
60209,Ardoch Medical Practice,4869,Ardoch Medical Practice,Ardoch Medical Centre,Cambuslang,GLASGOW,G72 8HA,,17J, ,S08000032,S37000028,S01012845,Cambuslang
60213,The Motherwell Medical Practice,11507,The Motherwell Medical Practice,Motherwell Health Centre,138-144 Windmillhill Street,MOTHERWELL,ML1 1TA,01698   265   193,17J, ,S08000032,S37000035,S01011474,Motherwell
60228,Glenboig Surgery,3993,Glenboig Surgery,8 Centre Street,GLENBOIG,,ML5 2RY,01236   872   617,17J, ,S08000032,S37000035,S01011692,Cumbernauld North & Kilsyth
61061,Adam Avenue Practice,10054,Adam Avenue Practice,Dr R Clements & Partners,Airdrie Community Health Centre,"88 Graham Street, Airdrie",ML6 6DB,01236   763   581,17J, ,S08000032,S37000035,S01011643,Airdrie
61131,Tinto Medical Practice,5184,Tinto Medical Practice,Airdrie Community Health Centre,88 Graham Street,Airdrie,ML6 6DB,01236   748   488,17J, ,S08000032,S37000035,S01011643,Airdrie
61151,Bankhouse Medical Practice,6006,Bankhouse Medical Practice,Airdrie Community Health Centre,88 Graham Street,"Airdrie, Lanarkshire",ML6 6DB,01236   766   983,17J, ,S08000032,S37000035,S01011643,Airdrie
61216,Centenary Surgery,2420,Centenary Surgery,9 Centenary Gardens,Coatbridge,,ML5 4BY,01236   423   355,17J, ,S08000032,S37000035,S01011573,Coatbridge
61240,The Faraday Medical Practice,7029,The Faraday Medical Practice,Coatbridge Health Centre,1 Centre Park Court,Coatbridge,ML5 3AP,01236   433   300,17J, ,S08000032,S37000035,S01011601,Coatbridge
61324,Condorrat Medical Practice,5292,Condorrat Medical Practice,Condorrat Health Centre,"16 Airdrie Road, Condorrat",Cumbernauld,G67 4DN,01236   733   221,17J, ,S08000032,S37000035,S01011729,Cumbernauld Central
61339,Caledonia Medical Practice,17082,Caledonia Medical Practice,North Carbrain Road,Town Centre,Cumbernauld,G67 1BJ,01698   755   050,17J, ,S08000032,S37000035,S01011745,Cumbernauld Central
61343,The Glen Medical Practice,11583,The Glen Medical Practice,Central Health Centre,"North Carbrain Road, Town Centre",Cumbernauld,G67 1BJ,01236   737   214,17J, ,S08000032,S37000035,S01011745,Cumbernauld Central
61358,Kenilworth Medical Centre,13131,Kenilworth Medical Centre,Kenilworth Court,Greenfaulds,Cumbernauld,G67 1BP,01236   727   816,17C, ,S08000032,S37000035,S01011742,Cumbernauld Central
61377,Abronhill Medical Group,4634,Abronhill Medical Group,Abronhill Health Centre,"Pine Road, Abronhill",Cumbernauld,G67 3BE,01236   723   223,17J, ,S08000032,S37000035,S01011761,Cumbernauld Central
61381,Dr DJ Clifford,3084,Dr DJ Clifford,Abronhill Health Centre,"Pine Road, Abronhill",Cumbernauld,G67 3BE,01236   727   654,17J, ,S08000032,S37000035,S01011761,Cumbernauld Central
61447,Waverley Medical Practice,22135,Waverley Medical Practice,Coatbridge Health Centre,1 Centre Park Court,Coatbridge,ML5 3AP,01236   422   311,17J, ,S08000032,S37000035,S01011601,Coatbridge
61466,Atrium Medical Practice,6478,Atrium Medical Practice,Buchanan Centre,126-130 Main Street,Coatbridge,ML5 3BJ,01236   421   211,17J, ,S08000032,S37000035,S01011601,Coatbridge
61485,Church Street Practice,6189,Church Street Practice,Buchanan Centre,126-130 Main Street,Coatbridge,ML5 3BJ,01236   422   678,17J, ,S08000032,S37000035,S01011601,Coatbridge
61502,Kilsyth Medical Partnership,13930,Kilsyth Medical Partnership,Kilsyth Community Health Centre,Airdrie Road,Kilsyth,G65 9JE,01236   801   677,17J, ,S08000032,S37000035,S01011797,Cumbernauld North & Kilsyth
61625,WELLWYND PRACTICE,20417,WELLWYND PRACTICE,AIRDRIE COMMUNITY HEALTH CENTRE,88 GRAHAM STREET,AIRDRIE,ML6 6DB,01236   769   333,17J, ,S08000032,S37000035,S01011643,Airdrie
61644,Strathcalder Practice,8000,Strathcalder Practice,Alison Lea Medical Centre,Alison Lea,EAST KILBRIDE,G74 3BE,01355   227   220,17J, ,S08000032,S37000028,S01012922,East Kilbride & Strathaven
61659,Thistle Medical Practice,6689,Thistle Medical Practice,Airdrie Community Health Centre,88 Graham Street,AIRDRIE,ML6 6DB,01236   768   181,17J, ,S08000032,S37000035,S01011643,Airdrie
61663,Alba Medical Group - Coatbank,6711,Alba Medical Group - Coatbank,Coatbridge Health Centre,1 Centre Park Court,Coatbridge,ML5 3AP,01236   422   950,17J, ,S08000032,S37000035,S01011601,Coatbridge
62011,Mossend Surgery,6340,Mossend Surgery,494 Main Street,Bellshill,Lanarkshire,ML4 1DQ,01698   748   421,17J, ,S08000032,S37000035,S01011522,Bellshill
62031,Bruce Medical Centre,8353,Bruce Medical Centre,2 Pollock Street,Mossend,Bellshill,ML4 1QD,01698   747   666,17J, ,S08000032,S37000035,S01011522,Bellshill
